Apr. 6, 2014   16:19:52
Cyclic Voltammetry
File: z:\research\electrochemistry\04-06-2014\02qcm\02cv 1.1v to -0.65v ptqcm in 4.5g kno3.txt
Data Source:  Experiment
Instrument Model:  CHI760D
Header: 
Note: 

Init E (V) = 0.353
High E (V) = 1.1
Low E (V) = -0.65
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4
Comp R (ohm) = 24.2

Potential/V, Current/A, Charge/C, Time/s

Segment 1:
0.551, 2.963e-6, 7.923e-4, 1.659e+2
0.550, 2.989e-6, 7.923e-4, 1.660e+2
0.549, 2.992e-6, 7.924e-4, 1.660e+2
0.548, 2.989e-6, 7.925e-4, 1.660e+2
0.547, 2.992e-6, 7.925e-4, 1.660e+2
0.546, 3.006e-6, 7.926e-4, 1.660e+2
0.545, 3.037e-6, 7.926e-4, 1.661e+2
0.544, 3.026e-6, 7.927e-4, 1.661e+2
0.543, 3.049e-6, 7.928e-4, 1.661e+2
0.542, 3.034e-6, 7.928e-4, 1.661e+2
0.541, 3.042e-6, 7.929e-4, 1.661e+2
0.540, 3.083e-6, 7.929e-4, 1.662e+2
0.539, 3.077e-6, 7.930e-4, 1.662e+2
0.538, 3.111e-6, 7.931e-4, 1.662e+2
0.537, 3.068e-6, 7.931e-4, 1.662e+2
0.536, 3.092e-6, 7.932e-4, 1.662e+2
0.535, 3.135e-6, 7.932e-4, 1.663e+2
0.534, 3.125e-6, 7.933e-4, 1.663e+2
0.533, 3.134e-6, 7.934e-4, 1.663e+2
0.532, 3.110e-6, 7.934e-4, 1.663e+2
0.531, 3.139e-6, 7.935e-4, 1.663e+2
0.530, 3.189e-6, 7.936e-4, 1.664e+2
0.529, 3.155e-6, 7.936e-4, 1.664e+2
0.528, 3.162e-6, 7.937e-4, 1.664e+2
0.527, 3.165e-6, 7.938e-4, 1.664e+2
0.526, 3.177e-6, 7.938e-4, 1.664e+2
0.525, 3.218e-6, 7.939e-4, 1.665e+2
0.524, 3.209e-6, 7.939e-4, 1.665e+2
0.523, 3.204e-6, 7.940e-4, 1.665e+2
0.522, 3.204e-6, 7.941e-4, 1.665e+2
0.521, 3.226e-6, 7.941e-4, 1.665e+2
0.520, 3.268e-6, 7.942e-4, 1.666e+2
0.519, 3.240e-6, 7.943e-4, 1.666e+2
0.518, 3.247e-6, 7.943e-4, 1.666e+2
0.517, 3.261e-6, 7.944e-4, 1.666e+2
0.516, 3.278e-6, 7.945e-4, 1.666e+2
0.515, 3.297e-6, 7.945e-4, 1.667e+2
0.514, 3.298e-6, 7.946e-4, 1.667e+2
0.513, 3.302e-6, 7.947e-4, 1.667e+2
0.512, 3.322e-6, 7.947e-4, 1.667e+2
0.511, 3.312e-6, 7.948e-4, 1.667e+2
0.510, 3.340e-6, 7.949e-4, 1.668e+2
0.509, 3.351e-6, 7.949e-4, 1.668e+2
0.508, 3.351e-6, 7.950e-4, 1.668e+2
0.507, 3.332e-6, 7.951e-4, 1.668e+2
0.506, 3.352e-6, 7.951e-4, 1.668e+2
0.505, 3.386e-6, 7.952e-4, 1.669e+2
0.504, 3.389e-6, 7.953e-4, 1.669e+2
0.503, 3.387e-6, 7.953e-4, 1.669e+2
0.502, 3.372e-6, 7.954e-4, 1.669e+2
0.501, 3.403e-6, 7.955e-4, 1.669e+2
0.500, 3.426e-6, 7.955e-4, 1.670e+2
0.499, 3.417e-6, 7.956e-4, 1.670e+2
0.498, 3.435e-6, 7.957e-4, 1.670e+2
0.497, 3.415e-6, 7.957e-4, 1.670e+2
0.496, 3.436e-6, 7.958e-4, 1.670e+2
0.495, 3.479e-6, 7.959e-4, 1.671e+2
0.494, 3.457e-6, 7.959e-4, 1.671e+2
0.493, 3.455e-6, 7.960e-4, 1.671e+2
0.492, 3.462e-6, 7.961e-4, 1.671e+2
0.491, 3.476e-6, 7.962e-4, 1.671e+2
0.490, 3.512e-6, 7.962e-4, 1.672e+2
0.489, 3.491e-6, 7.963e-4, 1.672e+2
0.488, 3.508e-6, 7.964e-4, 1.672e+2
0.487, 3.527e-6, 7.964e-4, 1.672e+2
0.486, 3.518e-6, 7.965e-4, 1.672e+2
0.485, 3.554e-6, 7.966e-4, 1.673e+2
0.484, 3.533e-6, 7.966e-4, 1.673e+2
0.483, 3.545e-6, 7.967e-4, 1.673e+2
0.482, 3.557e-6, 7.968e-4, 1.673e+2
0.481, 3.549e-6, 7.969e-4, 1.673e+2
0.480, 3.581e-6, 7.969e-4, 1.674e+2
0.479, 3.581e-6, 7.970e-4, 1.674e+2
0.478, 3.591e-6, 7.971e-4, 1.674e+2
0.477, 3.580e-6, 7.971e-4, 1.674e+2
0.476, 3.588e-6, 7.972e-4, 1.674e+2
0.475, 3.625e-6, 7.973e-4, 1.675e+2
0.474, 3.615e-6, 7.974e-4, 1.675e+2
0.473, 3.617e-6, 7.974e-4, 1.675e+2
0.472, 3.613e-6, 7.975e-4, 1.675e+2
0.471, 3.622e-6, 7.976e-4, 1.675e+2
0.470, 3.669e-6, 7.977e-4, 1.676e+2
0.469, 3.676e-6, 7.977e-4, 1.676e+2
0.468, 3.660e-6, 7.978e-4, 1.676e+2
0.467, 3.639e-6, 7.979e-4, 1.676e+2
0.466, 3.685e-6, 7.979e-4, 1.676e+2
0.465, 3.707e-6, 7.980e-4, 1.677e+2
0.464, 3.684e-6, 7.981e-4, 1.677e+2
0.463, 3.697e-6, 7.982e-4, 1.677e+2
0.462, 3.686e-6, 7.982e-4, 1.677e+2
0.461, 3.692e-6, 7.983e-4, 1.677e+2
0.460, 3.753e-6, 7.984e-4, 1.678e+2
0.459, 3.712e-6, 7.985e-4, 1.678e+2
0.458, 3.730e-6, 7.985e-4, 1.678e+2
0.457, 3.719e-6, 7.986e-4, 1.678e+2
0.456, 3.757e-6, 7.987e-4, 1.678e+2
0.455, 3.782e-6, 7.988e-4, 1.679e+2
0.454, 3.751e-6, 7.988e-4, 1.679e+2
0.453, 3.784e-6, 7.989e-4, 1.679e+2
0.452, 3.756e-6, 7.990e-4, 1.679e+2
0.451, 3.779e-6, 7.991e-4, 1.679e+2
0.450, 3.820e-6, 7.991e-4, 1.680e+2
0.449, 3.800e-6, 7.992e-4, 1.680e+2
0.448, 3.800e-6, 7.993e-4, 1.680e+2
0.447, 3.818e-6, 7.994e-4, 1.680e+2
0.446, 3.806e-6, 7.994e-4, 1.680e+2
0.445, 3.850e-6, 7.995e-4, 1.681e+2
0.444, 3.850e-6, 7.996e-4, 1.681e+2
0.443, 3.839e-6, 7.997e-4, 1.681e+2
0.442, 3.833e-6, 7.998e-4, 1.681e+2
0.441, 3.847e-6, 7.998e-4, 1.681e+2
0.440, 3.893e-6, 7.999e-4, 1.682e+2
0.439, 3.880e-6, 8.000e-4, 1.682e+2
0.438, 3.887e-6, 8.001e-4, 1.682e+2
0.437, 3.872e-6, 8.001e-4, 1.682e+2
0.436, 3.890e-6, 8.002e-4, 1.682e+2
0.435, 3.940e-6, 8.003e-4, 1.683e+2
0.434, 3.920e-6, 8.004e-4, 1.683e+2
0.433, 3.918e-6, 8.005e-4, 1.683e+2
0.432, 3.890e-6, 8.005e-4, 1.683e+2
0.431, 3.938e-6, 8.006e-4, 1.683e+2
0.430, 3.958e-6, 8.007e-4, 1.684e+2
0.429, 3.958e-6, 8.008e-4, 1.684e+2
0.428, 3.958e-6, 8.009e-4, 1.684e+2
0.427, 3.927e-6, 8.009e-4, 1.684e+2
0.426, 3.956e-6, 8.010e-4, 1.684e+2
0.425, 4.005e-6, 8.011e-4, 1.685e+2
0.424, 3.980e-6, 8.012e-4, 1.685e+2
0.423, 3.973e-6, 8.012e-4, 1.685e+2
0.422, 3.969e-6, 8.013e-4, 1.685e+2
0.421, 4.010e-6, 8.014e-4, 1.685e+2
0.420, 4.019e-6, 8.015e-4, 1.686e+2
0.419, 4.001e-6, 8.016e-4, 1.686e+2
0.418, 4.029e-6, 8.016e-4, 1.686e+2
0.417, 4.000e-6, 8.017e-4, 1.686e+2
0.416, 4.023e-6, 8.018e-4, 1.686e+2
0.415, 4.064e-6, 8.019e-4, 1.687e+2
0.414, 4.036e-6, 8.020e-4, 1.687e+2
0.413, 4.055e-6, 8.021e-4, 1.687e+2
0.412, 4.049e-6, 8.021e-4, 1.687e+2
0.411, 4.049e-6, 8.022e-4, 1.687e+2
0.410, 4.028e-6, 8.023e-4, 1.688e+2
0.409, 4.066e-6, 8.024e-4, 1.688e+2
0.408, 4.084e-6, 8.025e-4, 1.688e+2
0.407, 4.060e-6, 8.025e-4, 1.688e+2
0.406, 4.073e-6, 8.026e-4, 1.688e+2
0.405, 4.126e-6, 8.027e-4, 1.689e+2
0.404, 4.103e-6, 8.028e-4, 1.689e+2
0.403, 4.115e-6, 8.029e-4, 1.689e+2
0.402, 4.095e-6, 8.029e-4, 1.689e+2
0.401, 4.107e-6, 8.030e-4, 1.689e+2
0.400, 4.142e-6, 8.031e-4, 1.690e+2
0.399, 4.152e-6, 8.032e-4, 1.690e+2
0.398, 4.142e-6, 8.033e-4, 1.690e+2
0.397, 4.115e-6, 8.034e-4, 1.690e+2
0.396, 4.146e-6, 8.034e-4, 1.690e+2
0.395, 4.179e-6, 8.035e-4, 1.691e+2
0.394, 4.166e-6, 8.036e-4, 1.691e+2
0.393, 4.157e-6, 8.037e-4, 1.691e+2
0.392, 4.155e-6, 8.038e-4, 1.691e+2
0.391, 4.187e-6, 8.039e-4, 1.691e+2
0.390, 4.196e-6, 8.039e-4, 1.692e+2
0.389, 4.210e-6, 8.040e-4, 1.692e+2
0.388, 4.199e-6, 8.041e-4, 1.692e+2
0.387, 4.179e-6, 8.042e-4, 1.692e+2
0.386, 4.222e-6, 8.043e-4, 1.692e+2
0.385, 4.212e-6, 8.044e-4, 1.693e+2
0.384, 4.242e-6, 8.045e-4, 1.693e+2
0.383, 4.245e-6, 8.045e-4, 1.693e+2
0.382, 4.217e-6, 8.046e-4, 1.693e+2
0.381, 4.225e-6, 8.047e-4, 1.693e+2
0.380, 4.259e-6, 8.048e-4, 1.694e+2
0.379, 4.253e-6, 8.049e-4, 1.694e+2
0.378, 4.271e-6, 8.050e-4, 1.694e+2
0.377, 4.230e-6, 8.050e-4, 1.694e+2
0.376, 4.256e-6, 8.051e-4, 1.694e+2
0.375, 4.295e-6, 8.052e-4, 1.695e+2
0.374, 4.280e-6, 8.053e-4, 1.695e+2
0.373, 4.291e-6, 8.054e-4, 1.695e+2
0.372, 4.248e-6, 8.055e-4, 1.695e+2
0.371, 4.278e-6, 8.056e-4, 1.695e+2
0.370, 4.329e-6, 8.056e-4, 1.696e+2
0.369, 4.303e-6, 8.057e-4, 1.696e+2
0.368, 4.302e-6, 8.058e-4, 1.696e+2
0.367, 4.296e-6, 8.059e-4, 1.696e+2
0.366, 4.313e-6, 8.060e-4, 1.696e+2
0.365, 4.334e-6, 8.061e-4, 1.697e+2
0.364, 4.331e-6, 8.062e-4, 1.697e+2
0.363, 4.325e-6, 8.062e-4, 1.697e+2
0.362, 4.320e-6, 8.063e-4, 1.697e+2
0.361, 4.331e-6, 8.064e-4, 1.697e+2
0.360, 4.373e-6, 8.065e-4, 1.698e+2
0.359, 4.334e-6, 8.066e-4, 1.698e+2
0.358, 4.349e-6, 8.067e-4, 1.698e+2
0.357, 4.361e-6, 8.068e-4, 1.698e+2
0.356, 4.344e-6, 8.069e-4, 1.698e+2
0.355, 4.373e-6, 8.069e-4, 1.699e+2
0.354, 4.390e-6, 8.070e-4, 1.699e+2
0.353, 4.396e-6, 8.071e-4, 1.699e+2
0.352, 4.351e-6, 8.072e-4, 1.699e+2
0.351, 4.386e-6, 8.073e-4, 1.699e+2
0.350, 4.411e-6, 8.074e-4, 1.700e+2
0.349, 4.412e-6, 8.075e-4, 1.700e+2
0.348, 4.403e-6, 8.076e-4, 1.700e+2
0.347, 4.380e-6, 8.076e-4, 1.700e+2
0.346, 4.395e-6, 8.077e-4, 1.700e+2
0.345, 4.434e-6, 8.078e-4, 1.701e+2
0.344, 4.437e-6, 8.079e-4, 1.701e+2
0.343, 4.424e-6, 8.080e-4, 1.701e+2
0.342, 4.400e-6, 8.081e-4, 1.701e+2
0.341, 4.444e-6, 8.082e-4, 1.701e+2
0.340, 4.455e-6, 8.083e-4, 1.702e+2
0.339, 4.442e-6, 8.084e-4, 1.702e+2
0.338, 4.464e-6, 8.084e-4, 1.702e+2
0.337, 4.427e-6, 8.085e-4, 1.702e+2
0.336, 4.451e-6, 8.086e-4, 1.702e+2
0.335, 4.484e-6, 8.087e-4, 1.703e+2
0.334, 4.466e-6, 8.088e-4, 1.703e+2
0.333, 4.507e-6, 8.089e-4, 1.703e+2
0.332, 4.472e-6, 8.090e-4, 1.703e+2
0.331, 4.475e-6, 8.091e-4, 1.703e+2
0.330, 4.500e-6, 8.092e-4, 1.704e+2
0.329, 4.500e-6, 8.093e-4, 1.704e+2
0.328, 4.520e-6, 8.093e-4, 1.704e+2
0.327, 4.482e-6, 8.094e-4, 1.704e+2
0.326, 4.499e-6, 8.095e-4, 1.704e+2
0.325, 4.545e-6, 8.096e-4, 1.705e+2
0.324, 4.528e-6, 8.097e-4, 1.705e+2
0.323, 4.522e-6, 8.098e-4, 1.705e+2
0.322, 4.509e-6, 8.099e-4, 1.705e+2
0.321, 4.531e-6, 8.100e-4, 1.705e+2
0.320, 4.552e-6, 8.101e-4, 1.706e+2
0.319, 4.555e-6, 8.102e-4, 1.706e+2
0.318, 4.552e-6, 8.102e-4, 1.706e+2
0.317, 4.536e-6, 8.103e-4, 1.706e+2
0.316, 4.578e-6, 8.104e-4, 1.706e+2
0.315, 4.580e-6, 8.105e-4, 1.707e+2
0.314, 4.578e-6, 8.106e-4, 1.707e+2
0.313, 4.583e-6, 8.107e-4, 1.707e+2
0.312, 4.570e-6, 8.108e-4, 1.707e+2
0.311, 4.585e-6, 8.109e-4, 1.707e+2
0.310, 4.601e-6, 8.110e-4, 1.708e+2
0.309, 4.619e-6, 8.111e-4, 1.708e+2
0.308, 4.639e-6, 8.112e-4, 1.708e+2
0.307, 4.598e-6, 8.113e-4, 1.708e+2
0.306, 4.621e-6, 8.113e-4, 1.708e+2
0.305, 4.640e-6, 8.114e-4, 1.709e+2
0.304, 4.640e-6, 8.115e-4, 1.709e+2
0.303, 4.663e-6, 8.116e-4, 1.709e+2
0.302, 4.614e-6, 8.117e-4, 1.709e+2
0.301, 4.643e-6, 8.118e-4, 1.709e+2
0.300, 4.688e-6, 8.119e-4, 1.710e+2
0.299, 4.676e-6, 8.120e-4, 1.710e+2
0.298, 4.672e-6, 8.121e-4, 1.710e+2
0.297, 4.647e-6, 8.122e-4, 1.710e+2
0.296, 4.695e-6, 8.123e-4, 1.710e+2
0.295, 4.705e-6, 8.124e-4, 1.711e+2
0.294, 4.698e-6, 8.125e-4, 1.711e+2
0.293, 4.716e-6, 8.126e-4, 1.711e+2
0.292, 4.680e-6, 8.127e-4, 1.711e+2
0.291, 4.718e-6, 8.128e-4, 1.711e+2
0.290, 4.743e-6, 8.128e-4, 1.712e+2
0.289, 4.730e-6, 8.129e-4, 1.712e+2
0.288, 4.740e-6, 8.130e-4, 1.712e+2
0.287, 4.734e-6, 8.131e-4, 1.712e+2
0.286, 4.751e-6, 8.132e-4, 1.712e+2
0.285, 4.762e-6, 8.133e-4, 1.713e+2
0.284, 4.777e-6, 8.134e-4, 1.713e+2
0.283, 4.779e-6, 8.135e-4, 1.713e+2
0.282, 4.783e-6, 8.136e-4, 1.713e+2
0.281, 4.772e-6, 8.137e-4, 1.713e+2
0.280, 4.819e-6, 8.138e-4, 1.714e+2
0.279, 4.815e-6, 8.139e-4, 1.714e+2
0.278, 4.822e-6, 8.140e-4, 1.714e+2
0.277, 4.797e-6, 8.141e-4, 1.714e+2
0.276, 4.814e-6, 8.142e-4, 1.714e+2
0.275, 4.857e-6, 8.143e-4, 1.715e+2
0.274, 4.873e-6, 8.144e-4, 1.715e+2
0.273, 4.843e-6, 8.145e-4, 1.715e+2
0.272, 4.822e-6, 8.146e-4, 1.715e+2
0.271, 4.880e-6, 8.147e-4, 1.715e+2
0.270, 4.893e-6, 8.148e-4, 1.716e+2
0.269, 4.886e-6, 8.149e-4, 1.716e+2
0.268, 4.895e-6, 8.150e-4, 1.716e+2
0.267, 4.876e-6, 8.151e-4, 1.716e+2
0.266, 4.918e-6, 8.152e-4, 1.716e+2
0.265, 4.925e-6, 8.153e-4, 1.717e+2
0.264, 4.941e-6, 8.154e-4, 1.717e+2
0.263, 4.941e-6, 8.155e-4, 1.717e+2
0.262, 4.926e-6, 8.156e-4, 1.717e+2
0.261, 4.968e-6, 8.157e-4, 1.717e+2
0.260, 4.963e-6, 8.158e-4, 1.718e+2
0.259, 4.982e-6, 8.159e-4, 1.718e+2
0.258, 5.004e-6, 8.160e-4, 1.718e+2
0.257, 4.973e-6, 8.161e-4, 1.718e+2
0.256, 4.989e-6, 8.162e-4, 1.718e+2
0.255, 5.034e-6, 8.163e-4, 1.719e+2
0.254, 5.040e-6, 8.164e-4, 1.719e+2
0.253, 5.047e-6, 8.165e-4, 1.719e+2
0.252, 5.021e-6, 8.166e-4, 1.719e+2
0.251, 5.045e-6, 8.167e-4, 1.719e+2
0.250, 5.077e-6, 8.168e-4, 1.720e+2
0.249, 5.099e-6, 8.169e-4, 1.720e+2
0.248, 5.098e-6, 8.170e-4, 1.720e+2
0.247, 5.072e-6, 8.171e-4, 1.720e+2
0.246, 5.116e-6, 8.172e-4, 1.720e+2
0.245, 5.152e-6, 8.173e-4, 1.721e+2
0.244, 5.149e-6, 8.174e-4, 1.721e+2
0.243, 5.136e-6, 8.175e-4, 1.721e+2
0.242, 5.145e-6, 8.176e-4, 1.721e+2
0.241, 5.177e-6, 8.177e-4, 1.721e+2
0.240, 5.194e-6, 8.178e-4, 1.722e+2
0.239, 5.211e-6, 8.179e-4, 1.722e+2
0.238, 5.213e-6, 8.180e-4, 1.722e+2
0.237, 5.205e-6, 8.181e-4, 1.722e+2
0.236, 5.249e-6, 8.182e-4, 1.722e+2
0.235, 5.255e-6, 8.183e-4, 1.723e+2
0.234, 5.274e-6, 8.184e-4, 1.723e+2
0.233, 5.283e-6, 8.185e-4, 1.723e+2
0.232, 5.277e-6, 8.186e-4, 1.723e+2
0.231, 5.339e-6, 8.187e-4, 1.723e+2
0.230, 5.325e-6, 8.188e-4, 1.724e+2
0.229, 5.361e-6, 8.189e-4, 1.724e+2
0.228, 5.362e-6, 8.190e-4, 1.724e+2
0.227, 5.346e-6, 8.192e-4, 1.724e+2
0.226, 5.396e-6, 8.193e-4, 1.724e+2
0.225, 5.403e-6, 8.194e-4, 1.725e+2
0.224, 5.424e-6, 8.195e-4, 1.725e+2
0.223, 5.452e-6, 8.196e-4, 1.725e+2
0.222, 5.416e-6, 8.197e-4, 1.725e+2
0.221, 5.457e-6, 8.198e-4, 1.725e+2
0.220, 5.494e-6, 8.199e-4, 1.726e+2
0.219, 5.515e-6, 8.200e-4, 1.726e+2
0.218, 5.515e-6, 8.201e-4, 1.726e+2
0.217, 5.499e-6, 8.202e-4, 1.726e+2
0.216, 5.547e-6, 8.204e-4, 1.726e+2
0.215, 5.581e-6, 8.205e-4, 1.727e+2
0.214, 5.593e-6, 8.206e-4, 1.727e+2
0.213, 5.614e-6, 8.207e-4, 1.727e+2
0.212, 5.597e-6, 8.208e-4, 1.727e+2
0.211, 5.635e-6, 8.209e-4, 1.727e+2
0.210, 5.671e-6, 8.210e-4, 1.728e+2
0.209, 5.688e-6, 8.211e-4, 1.728e+2
0.208, 5.685e-6, 8.213e-4, 1.728e+2
0.207, 5.700e-6, 8.214e-4, 1.728e+2
0.206, 5.742e-6, 8.215e-4, 1.728e+2
0.205, 5.774e-6, 8.216e-4, 1.729e+2
0.204, 5.796e-6, 8.217e-4, 1.729e+2
0.203, 5.808e-6, 8.218e-4, 1.729e+2
0.202, 5.807e-6, 8.220e-4, 1.729e+2
0.201, 5.834e-6, 8.221e-4, 1.729e+2
0.200, 5.872e-6, 8.222e-4, 1.730e+2
0.199, 5.907e-6, 8.223e-4, 1.730e+2
0.198, 5.916e-6, 8.224e-4, 1.730e+2
0.197, 5.922e-6, 8.225e-4, 1.730e+2
0.196, 5.942e-6, 8.227e-4, 1.730e+2
0.195, 5.970e-6, 8.228e-4, 1.731e+2
0.194, 6.033e-6, 8.229e-4, 1.731e+2
0.193, 6.037e-6, 8.230e-4, 1.731e+2
0.192, 6.006e-6, 8.231e-4, 1.731e+2
0.191, 6.076e-6, 8.233e-4, 1.731e+2
0.190, 6.115e-6, 8.234e-4, 1.732e+2
0.189, 6.144e-6, 8.235e-4, 1.732e+2
0.188, 6.161e-6, 8.236e-4, 1.732e+2
0.187, 6.146e-6, 8.238e-4, 1.732e+2
0.186, 6.211e-6, 8.239e-4, 1.732e+2
0.185, 6.224e-6, 8.240e-4, 1.733e+2
0.184, 6.283e-6, 8.241e-4, 1.733e+2
0.183, 6.283e-6, 8.243e-4, 1.733e+2
0.182, 6.283e-6, 8.244e-4, 1.733e+2
0.181, 6.353e-6, 8.245e-4, 1.733e+2
0.180, 6.395e-6, 8.246e-4, 1.734e+2
0.179, 6.405e-6, 8.248e-4, 1.734e+2
0.178, 6.439e-6, 8.249e-4, 1.734e+2
0.177, 6.438e-6, 8.250e-4, 1.734e+2
0.176, 6.488e-6, 8.252e-4, 1.734e+2
0.175, 6.528e-6, 8.253e-4, 1.735e+2
0.174, 6.560e-6, 8.254e-4, 1.735e+2
0.173, 6.591e-6, 8.255e-4, 1.735e+2
0.172, 6.603e-6, 8.257e-4, 1.735e+2
0.171, 6.645e-6, 8.258e-4, 1.735e+2
0.170, 6.675e-6, 8.259e-4, 1.736e+2
0.169, 6.714e-6, 8.261e-4, 1.736e+2
0.168, 6.772e-6, 8.262e-4, 1.736e+2
0.167, 6.757e-6, 8.263e-4, 1.736e+2
0.166, 6.806e-6, 8.265e-4, 1.736e+2
0.165, 6.861e-6, 8.266e-4, 1.737e+2
0.164, 6.895e-6, 8.268e-4, 1.737e+2
0.163, 6.927e-6, 8.269e-4, 1.737e+2
0.162, 6.937e-6, 8.270e-4, 1.737e+2
0.161, 6.985e-6, 8.272e-4, 1.737e+2
0.160, 7.039e-6, 8.273e-4, 1.738e+2
0.159, 7.097e-6, 8.275e-4, 1.738e+2
0.158, 7.113e-6, 8.276e-4, 1.738e+2
0.157, 7.127e-6, 8.277e-4, 1.738e+2
0.156, 7.184e-6, 8.279e-4, 1.738e+2
0.155, 7.231e-6, 8.280e-4, 1.739e+2
0.154, 7.286e-6, 8.282e-4, 1.739e+2
0.153, 7.300e-6, 8.283e-4, 1.739e+2
0.152, 7.329e-6, 8.285e-4, 1.739e+2
0.151, 7.397e-6, 8.286e-4, 1.739e+2
0.150, 7.442e-6, 8.288e-4, 1.740e+2
0.149, 7.500e-6, 8.289e-4, 1.740e+2
0.148, 7.532e-6, 8.291e-4, 1.740e+2
0.147, 7.552e-6, 8.292e-4, 1.740e+2
0.146, 7.637e-6, 8.294e-4, 1.740e+2
0.145, 7.656e-6, 8.295e-4, 1.741e+2
0.144, 7.720e-6, 8.297e-4, 1.741e+2
0.143, 7.777e-6, 8.298e-4, 1.741e+2
0.142, 7.798e-6, 8.300e-4, 1.741e+2
0.141, 7.856e-6, 8.301e-4, 1.741e+2
0.140, 7.908e-6, 8.303e-4, 1.742e+2
0.139, 7.980e-6, 8.305e-4, 1.742e+2
0.138, 8.033e-6, 8.306e-4, 1.742e+2
0.137, 8.043e-6, 8.308e-4, 1.742e+2
0.136, 8.128e-6, 8.309e-4, 1.742e+2
0.135, 8.174e-6, 8.311e-4, 1.743e+2
0.134, 8.248e-6, 8.313e-4, 1.743e+2
0.133, 8.320e-6, 8.314e-4, 1.743e+2
0.132, 8.318e-6, 8.316e-4, 1.743e+2
0.131, 8.399e-6, 8.318e-4, 1.743e+2
0.130, 8.491e-6, 8.319e-4, 1.744e+2
0.129, 8.547e-6, 8.321e-4, 1.744e+2
0.128, 8.616e-6, 8.323e-4, 1.744e+2
0.127, 8.640e-6, 8.325e-4, 1.744e+2
0.126, 8.721e-6, 8.326e-4, 1.744e+2
0.125, 8.787e-6, 8.328e-4, 1.745e+2
0.124, 8.866e-6, 8.330e-4, 1.745e+2
0.123, 8.909e-6, 8.332e-4, 1.745e+2
0.122, 8.974e-6, 8.333e-4, 1.745e+2
0.121, 9.039e-6, 8.335e-4, 1.745e+2
0.120, 9.125e-6, 8.337e-4, 1.746e+2
0.119, 9.199e-6, 8.339e-4, 1.746e+2
0.118, 9.254e-6, 8.341e-4, 1.746e+2
0.117, 9.323e-6, 8.343e-4, 1.746e+2
0.116, 9.397e-6, 8.345e-4, 1.746e+2
0.115, 9.460e-6, 8.346e-4, 1.747e+2
0.114, 9.572e-6, 8.348e-4, 1.747e+2
0.113, 9.634e-6, 8.350e-4, 1.747e+2
0.112, 9.682e-6, 8.352e-4, 1.747e+2
0.111, 9.779e-6, 8.354e-4, 1.747e+2
0.110, 9.848e-6, 8.356e-4, 1.748e+2
0.109, 9.965e-6, 8.358e-4, 1.748e+2
0.108, 1.005e-5, 8.360e-4, 1.748e+2
0.107, 1.009e-5, 8.362e-4, 1.748e+2
0.106, 1.019e-5, 8.364e-4, 1.748e+2
0.105, 1.028e-5, 8.366e-4, 1.749e+2
0.104, 1.040e-5, 8.368e-4, 1.749e+2
0.103, 1.049e-5, 8.370e-4, 1.749e+2
0.102, 1.054e-5, 8.373e-4, 1.749e+2
0.101, 1.066e-5, 8.375e-4, 1.749e+2
0.100, 1.074e-5, 8.377e-4, 1.750e+2
0.099, 1.084e-5, 8.379e-4, 1.750e+2
0.098, 1.094e-5, 8.381e-4, 1.750e+2
0.097, 1.100e-5, 8.383e-4, 1.750e+2
0.096, 1.114e-5, 8.386e-4, 1.750e+2
0.095, 1.123e-5, 8.388e-4, 1.751e+2
0.094, 1.135e-5, 8.390e-4, 1.751e+2
0.093, 1.143e-5, 8.392e-4, 1.751e+2
0.092, 1.152e-5, 8.395e-4, 1.751e+2
0.091, 1.166e-5, 8.397e-4, 1.751e+2
0.090, 1.175e-5, 8.399e-4, 1.752e+2
0.089, 1.187e-5, 8.402e-4, 1.752e+2
0.088, 1.199e-5, 8.404e-4, 1.752e+2
0.087, 1.208e-5, 8.407e-4, 1.752e+2
0.086, 1.219e-5, 8.409e-4, 1.752e+2
0.085, 1.232e-5, 8.411e-4, 1.753e+2
0.084, 1.246e-5, 8.414e-4, 1.753e+2
0.083, 1.258e-5, 8.417e-4, 1.753e+2
0.082, 1.268e-5, 8.419e-4, 1.753e+2
0.081, 1.280e-5, 8.422e-4, 1.753e+2
0.080, 1.292e-5, 8.424e-4, 1.754e+2
0.079, 1.309e-5, 8.427e-4, 1.754e+2
0.078, 1.320e-5, 8.429e-4, 1.754e+2
0.077, 1.333e-5, 8.432e-4, 1.754e+2
0.076, 1.348e-5, 8.435e-4, 1.754e+2
0.075, 1.360e-5, 8.438e-4, 1.755e+2
0.074, 1.377e-5, 8.440e-4, 1.755e+2
0.073, 1.388e-5, 8.443e-4, 1.755e+2
0.072, 1.400e-5, 8.446e-4, 1.755e+2
0.071, 1.417e-5, 8.449e-4, 1.755e+2
0.070, 1.430e-5, 8.452e-4, 1.756e+2
0.069, 1.449e-5, 8.454e-4, 1.756e+2
0.068, 1.461e-5, 8.457e-4, 1.756e+2
0.067, 1.472e-5, 8.460e-4, 1.756e+2
0.066, 1.492e-5, 8.463e-4, 1.756e+2
0.065, 1.504e-5, 8.466e-4, 1.757e+2
0.064, 1.523e-5, 8.469e-4, 1.757e+2
0.063, 1.541e-5, 8.472e-4, 1.757e+2
0.062, 1.554e-5, 8.476e-4, 1.757e+2
